"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
1.96404237194007,6.1,0.34,0.21,5,-0.359,-53,300,0.99373,2.76,0.53,13.6,0,1.94591014905531,1
2.05311614061558,7.2,1.55,0.36,82.2,0.382,68,469,0.99922,4.24,0.76,8.7,-2,2.07944154167984,2
5.16530486169542,7.7,-0.43,-0.18,-11.5,-0.107,36,461,0.98952,3.19,-0.26,11.5,1,2.07944154167984,3
4.05257131981178,6.9,-0.32,0.91,2.4,0.546,-45,157,0.94244,3.49,1.75,12.3,0,2.07944154167984,3
4.80908195794544,1.8,0.36,0.86,15,-0.05,-83.5,256,0.97439,1.54,0.64,8.6,1,2.19722457733622,3
4.32205611286361,12.8,1.43,0.07,19.9,-0.388,17,565,0.991,2.94,0.34,14.5,1,2.07944154167984,2
1.89708737655038,6.3,1.02,0,2,0.083,27,-227,0.99437,3.59,-0.87,11.4,0,1.94591014905531,1
3.61322253807693,6.6,-0.66,1.64,3.9,0.039,210,395,0.9915,2.81,1.76,10.9,0,1.94591014905531,2
1.46654238439677,8.1,0.34,0.28,9.1,0.04,91,230,1.00408,3.14,0.63,15.1,-1,2.19722457733622,1
4.54798099220461,6.4,-1.29,-0.82,60.5,0.041,18,126,1.03435,3.43,0.42,24.1,0,1.94591014905531,3
3.36386292531786,0.5,-0.76,0.29,-24,0.046,-49,107,0.99123,3.15,-0.1,6.3,0,2.07944154167984,2
1.37307778767127,3.5,0.655,1.68,6.1,0.033,110,175,1.001,2.26,0.97,9.3,-1,2.30258509299405,1
1.59869450274721,16,-0.4,1.87,65.7,0.036,38,195,0.9908,3.35,0.57,15.1,-1,1.94591014905531,1
2.81066638864248,6,0.34,1.5,5.4,0.06,23,-220,0.96021,3.25,0.44,9.4,-1,1.94591014905531,2
2.86060788370869,5.8,-0.15,0.31,7.5,0.307,-12,-166,0.9949,3.19,3.3,9.8,-1,1.79175946922805,2
5.02770326871479,14.5,0.51,0.58,-42.2,0.049,481,135,0.99335,2.8,0.51,12.3,1,2.19722457733622,3
5.40623948670925,5.9,0.89,0.28,3.2,0.035,150,117,1.02838,4.43,0.42,13.6,1,1.79175946922805,3
3.548805816174,5.6,-0.38,0.26,4.3,0.518,-66,97,1.03534,4.21,0.46,9.2,0,1.79175946922805,2
2.71894679061782,7.6,0.74,0.29,19.3,0.169,36,493,1.02968,3.14,0.5,9,-1,1.94591014905531,2
2.73632240566604,6.8,0.87,0.71,-103.5,-0.313,187,44,0.99784,3.27,-0.2,9.5,-1,2.07944154167984,2
1.46430903774613,7.9,-0.25,0.42,-32.4,0.086,8,358,0.96662,3.78,0.36,11.4,-1,2.19722457733622,1
2.20905689355653,13.9,0.67,0.31,5.4,0.052,47,150,0.9953,3.24,1.23,9.8,1,2.19722457733622,1
1.89726676940469,6.6,0.5,-0.8,1.8,0.04,-90,-399,0.95463,3.25,1.66,10.7,0,1.94591014905531,1
4.29313453733406,17.6,1.61,-2.89,26.7,0.015,-64,215,0.99538,3.22,2.86,14.1,1,1.94591014905531,2
4.95649325953401,8.5,-0.46,0.56,69,0.377,47,169,1.00047,3.07,-0.91,13.1,1,2.19722457733622,3
3.99550621774019,6.9,0.22,-0.74,-42.8,-0.348,-142,203,0.98145,3.25,0.77,8.8,0,2.07944154167984,3
1.33300602770051,12,1.48,0.44,32.8,0.069,32,73,0.95281,4.19,0.57,5.9,-1,2.30258509299405,1
5.33608354279768,12.1,-0.18,1.36,28.2,-0.431,-44,23,1.03358,3.51,0.52,8.4,1,2.30258509299405,4
1.5948267494537,7.3,0.24,-1.12,-57,0.287,487,-323,0.96838,2.24,-0.07,19.3,-1,2.07944154167984,1
4.46942410872598,0.4,0.41,1.01,5.4,-0.414,33,115,0.98297,3.12,1.77,12.09333333,1,1.94591014905531,2
4.98121152876945,17.1,1.22,0.3,43.4,0.049,38,92,0.9963,3.19,0.2,2.7,2,2.07944154167984,2
1.16293906319213,6.7,0.64,0.23,2.1,0.08,215,393,0.99538,2.43,0.93,8.1,-2,2.07944154167984,1
4.11330893220871,6.1,-0.53,0.34,65.6,-0.594,31,188,0.99365,3.32,2.23,5.05,0,1.94591014905531,3
5.24524352571563,6.1,0.17,-1.28,1.5,0.036,38,-31,1.00044,3.29,2.59,14.6,1,1.94591014905531,3
1.40379495585461,7.8,1.09,0.26,8.9,0.132,42,-241,0.996,4.01,0.67,6.1,-1,2.07944154167984,1
4.7367030525825,30.6,1.6,-0.94,8.1,0.521,-143,536,0.9775,2.19,0.3,11.95,1,2.19722457733622,3
2.38789065280804,16,0.29,0.24,14.3,-0.164,-169,43,0.98942,1.65,-0.16,9.1,1,1.94591014905531,1
2.7570238133097,-2.3,-1.29,0.3,12.8,-0.289,-102.5,137,0.9986,4.09,0.49,9.1,-1,2.07944154167984,2
2.51370720017353,31.5,0.74,0.01,1.5,0.481,50,-243,0.9917,3.13,-0.01,5.1,-1,2.19722457733622,2
5.43074041952769,3.6,0.31,1.71,2.1,0.176,35,534,0.99642,3.87,0.44,9.1,2,1.94591014905531,2
3.64713760791902,6.5,-0.76,-0.08,27.9,0.041,264,-42,1.00837,4.19,-3.07,10.5,0,1.94591014905531,2
4.39290498849579,6.1,0.73,0.32,86.7,0.034,24,-188,0.9898,3.36,-1.2,11.8,1,1.94591014905531,2
1.25299150699213,6.4,0.72,0.26,3.4,0.639,-363,146,0.9794,3.18,0.7,22.2,-2,1.94591014905531,1
1.80813795871118,-1.2,0.5,0.33,68.3,0.037,32,-221,0.9951,3.39,2,10.7,0,2.07944154167984,1
1.79641776859475,19.2,0.33,0.56,2.8,0.44,6,17,0.9964,3.35,-0.8,16.9,0,2.30258509299405,1
3.48535130328425,4.7,0.7,2.65,-47.9,0.056,56,502,0.98976,3.17,0.44,8.8,0,1.94591014905531,2
4.29832808276085,7.9,0.29,-0.41,6.7,0.036,97,117,0.96108,3.12,0.42,16.2,1,2.19722457733622,2
4.99107815982649,6,0.2,0.26,6.8,0.626,-133,93,0.94829,2.17,0.42,15.3,0,1.79175946922805,4
3.68168520912336,-3.4,0.32,0.35,31.3,-0.551,-78,421,0.9912,3.36,1.22,6.1,-1,1.94591014905531,4
1.4242340326496,5.2,1.51,-0.68,5.8,0.52,9,74,1.01646,3.28,0.53,7.2,-1,1.94591014905531,1
3.3269504054696,7.2,0.26,-0.29,4.9,0.404,-15,114,0.9966,3.23,0.9,10.5,0,2.07944154167984,2
3.56344240042169,6.2,-0.41,0.25,44.1,0.301,114,105,0.9912,2.08,-0.11,11.1,0,1.94591014905531,2
3.2867129839361,5.5,0.82,0.32,5.8,0.051,20,100,0.9959,3.17,0.49,11.2,-1,1.94591014905531,3
1.2932243724733,14.7,1.15,0.63,2.3,-0.329,295,435,1.0004,3.16,2.02,9.5,-1,2.56494935746154,1
1.57742819989015,4.4,-0.31,0.21,1,-0.161,67,313,1.02571,3.14,-2.55,11.8,-1,1.94591014905531,1
1.86868586837346,5.9,3.15,0.05,-57.1,0.054,36,414,1.02885,3.43,-0.83,9.2,0,1.79175946922805,1
1.40729705829822,0.6,1.48,1.69,-2.4,-0.054,90,-287,1.02604,4.2,-1.03,11.9,-1,2.19722457733622,1
5.3826000634412,5.9,0.33,0.32,8.1,0.202,9,34,0.95922,4.27,0.36,16.6,1,1.94591014905531,3
1.47847100361506,8.9,0.49,0.02,2.7,-0.389,-70,34,0.94611,4.34,1.89,9.2,-1,2.07944154167984,1
4.36689365859784,-2.3,0.45,0.32,29.7,0.031,28,185,0.95886,3.31,0.61,9.4,1,1.94591014905531,2
3.33279595971428,8,-0.28,1.04,2.3,0.042,174,208,1.0276,3.29,1.23,12,0,2.19722457733622,2
3.70172659637443,5.6,1.24,0.5,44.7,0.029,25,93,0.9753,2.57,1.31,15.6,0,1.79175946922805,2
4.48087174925304,7.9,0.16,0.41,66,0.297,119,140,1.03619,4.1,1.64,12.5,0,2.07944154167984,4
3.60545794697508,7.1,1.14,-0.5,1.5,-0.323,26,384,1.02196,3.3,-0.85,10.8,-1,2.07944154167984,4
3.72210188123255,5.9,0.73,0,7.4,0.077,550,44,0.99385,3.5,0.53,11.2,0,1.79175946922805,2
2.76467338512024,0.4,-0.25,0.28,70.1,0.31,86,213,0.9962,3.16,2.22,9.9,-1,1.94591014905531,2
5.8257587983095,6.9,0.47,0.3,9.6,0.237,50,185,0.99389,3.39,-0.61,9.6,1,1.94591014905531,4
6.52479293836571,-0.6,-2.48,0.33,-68,0.266,-53,54,0.99057,3.56,1.46,10.9,2,2.07944154167984,3
5.65821073054543,7,0.28,-1.24,-49.5,-0.248,-35,179,0.99132,3.97,0.52,9,1,2.07944154167984,4
4.14600400634164,6.5,0.4,0.37,8.9,0.053,36,148,1.03079,3.17,0.64,9.3,1,2.07944154167984,2
1.91719718569441,6.9,0.19,0.39,98.5,0.028,144,84,0.994,3.11,0.66,10.8,0,1.94591014905531,1
6.91037008144941,5.6,0.26,1.35,1,0.032,27,96,0.94747,3.18,0.44,18.3,2,1.94591014905531,3
1.86640227424915,18.3,0.4,0.02,8.9,0.053,-165,148,0.95722,3.16,-0.14,11.5,0,2.07944154167984,1
3.23420561490576,-2.4,1.83,1.93,8.9,0.043,31,-57,0.9964,3.22,1.66,9.2,0,2.07944154167984,2
1.41284809758762,9.7,-0.79,0.17,-24.2,0.049,-206,-20,1.00588,1.84,2.9,13.6,-1,2.30258509299405,1
3.02070455145608,10,-0.53,0.42,30.4,0.056,-203,393,0.9968,3.11,1.21,15.1,-1,2.39789527279837,3
1.79983345547392,9.2,0.34,-0.89,25,0.256,147,168,0.99825,3.39,2.03,8.7,0,2.07944154167984,1
1.86420685448677,6.2,0.94,0.95,1.6,-0.02,-136,92,1.02503,2.04,0.5,10.5,0,1.94591014905531,1
3.67209058544676,10.7,-2.35,0.66,41,0.046,26,164,0.9979,4.04,-1.11,8.8,0,1.94591014905531,2
3.4796013297994,6.6,0.22,0.58,-105.9,0.133,52,136,0.98791,3.23,0.3,7.5,0,1.94591014905531,2
4.2851150012175,21.5,0.39,-0.78,2.3,0.235,6,427,1.04575,3.16,0.49,9.5,1,2.56494935746154,3
2.34471897690205,6.1,0.2,0.34,50.3,0.004,-173,201,0.995,3.35,1.93,10.1,1,1.94591014905531,1
4.94416533491738,7.3,0.205,0.31,1.7,-0.344,34,110,1.09323,2.7,0.69,11,1,2.07944154167984,3
3.37707481893241,7.2,0.2,0.22,1.6,0.531,-205,101,1.04108,2.26,-1.18,15.2,0,2.07944154167984,2
4.22978407431925,-2.4,0.975,0.33,9.2,0.058,-151,5,0.99833,2.42,1.77,9.9,1,1.94591014905531,2
5.41922582278474,6.4,0.18,0.74,11.9,0.046,283,168,0.97995,3.14,0.03,14.3,1,1.94591014905531,3
4.19692539946943,14,-0.6,0.35,11.6,0.048,44,-147,0.9944,3.29,1.95,10.5,0,1.94591014905531,3
2.63821135222954,7.4,0.19,-0.35,12.8,0.053,522.5,436,0.98614,3.14,1.76,2.5,-1,2.07944154167984,2
3.27095722657008,-1.7,1.78,0.49,46.4,0.031,-173,99,1.03802,3.18,-0.64,13.6,0,2.07944154167984,2
1.57242382291457,6,-0.8,0.15,0.9,0.033,9,-16,0.96962,3.24,2.01,12.1,-1,1.94591014905531,1
5.24289318616986,6.5,0.46,0.24,49.6,-0.678,56,104,1.0217,3.08,-0.73,9.7,1,1.94591014905531,3
3.7302040072469,7.1,-1.91,0.04,14.4,-0.783,205,437,0.9986,3.34,2.15,15.2,0,2.07944154167984,2
6.4915556962776,-0.2,0.36,-0.97,52.05,0.342,-37,96,0.91548,4.18,0.62,11,2,1.94591014905531,3
4.44435193274771,11.8,1.04,0.36,106.4,0.111,28,156,0.991,3.62,-0.62,9.7,0,2.07944154167984,4
1.88809544620313,1.9,1.03,0.47,8.4,0.042,167,156,0.98555,3.15,0.93,16,0,2.07944154167984,1
2.68447085233048,1,1.61,0.33,-25.8,-0.29,71,162,0.9914,3.07,0.19,11,-1,2.07944154167984,2
3.3222498164804,6,1.63,-0.08,-43.9,0.063,193,134,1.01145,2.63,0.57,4.9,0,1.94591014905531,2
2.80000680308772,12.4,1.88,0.58,22,0.103,28,45,1.0008,4.1,1.16,6.9,0,2.56494935746154,2
2.13394448903525,9.4,1.21,3.16,2,0.23,25,48,0.98564,3.57,0.01,9.7,1,2.30258509299405,1
3.15339410433546,0.9,1.38,1.37,70.3,-1.01,-194,133,0.9978,3.17,0.36,8.7,-1,2.07944154167984,3
3.93641880121742,-4.6,1.13,0.35,63.1,-0.399,29,198,0.9984,3.24,0.5,3.8,0,1.94591014905531,3
3.00150186441047,6.3,0.775,2.55,-12.8,-0.283,41,86,0.9959,3.23,-0.17,3.6,-1,2.19722457733622,3
3.17998633260066,8,1.98,-3.02,4,0.476,26,554,0.9905,1.79,1.36,14,0,2.19722457733622,2
3.11965772783389,7.1,-0.48,0.31,70,0.053,0,78,0.99587,3.31,0.59,5.1,-1,2.07944154167984,3
5.22419662237469,6.7,0.06,-1.24,-30.1,0.003,-144,399,0.96157,3.12,1.36,11.2,1,1.94591014905531,3
1.95885021165054,-7.7,-0.9,0.33,1,0.054,158,164,1.01251,3.62,0.51,11.9,0,1.94591014905531,1
1.91070598402453,6,0.26,0.54,1.3,0.029,-55,154,0.99354,3.88,0.51,4.2,0,1.79175946922805,1
1.47675549596933,9.4,-0.56,0.41,99.6,0.045,68,183,0.99922,4.4,0.81,9.4,-1,2.07944154167984,1
5.09082053724395,6.7,0.75,1.69,14.8,0.186,44,436,0.99676,3.2,1.44,9.8,1,1.94591014905531,3
2.27764086341365,0.5,0.36,0.11,14.3,0.134,55,349,0.9979,1.53,0.44,9,1,2.07944154167984,1
2.7812558876313,-3.6,0.17,0.04,-43.8,0.037,-105,133,0.9931,2.3,1.73,10.8,-1,1.94591014905531,2
2.32171124093803,6,0.28,0.55,5,0.078,-217,139,1.04191,3.1,-0.34,9.5,1,1.94591014905531,1
1.7324611299778,6.4,0.31,1.19,6.9,0.335,-84,187,0.9937,2.99,0.34,12.2,0,2.30258509299405,1
3.74492095539067,9.3,0.38,-0.48,3.8,0.132,3,11,0.99577,0.92,0.57,10.1,0,2.30258509299405,3
2.57405940369798,1.6,1.5,0.41,14.2,0.361,197,118,0.99678,2.26,0.5,10.3,-2,1.94591014905531,3
4.68345807762651,6.5,0.19,0.56,0.8,0.043,-168,205,0.9936,4.07,0.39,11.2,0,1.94591014905531,4
4.27271749636766,14,0.51,1.34,1.2,0.04,-70,455,0.96761,3.05,0.29,10.8,1,2.07944154167984,2
4.22826523393684,-2,0.2,0.25,15,0.046,5,259,0.95286,3.12,0.53,2.8,1,1.94591014905531,2
4.50259080199349,8.2,0.67,0,1.9,0.08,-185,443,0.95562,3.4,0.32,4.2,0,1.94591014905531,4
4.35953148070611,15.6,-0.57,0.34,-0.2,0.054,466,606,0.96931,3.42,0.58,10.4,0,1.94591014905531,3
4.39000769903469,1.9,-0.68,0.31,61.5,0.038,8,79,0.97564,4.12,0.39,10.5,0,1.79175946922805,3
4.41252872399651,6.8,0.15,-1.09,12.9,-0.378,68.5,486,0.97015,2.95,-0.35,16.3,0,1.94591014905531,3
1.96493059792389,6.4,-0.56,0.44,-12.5,0.482,49,179,0.90939,3.26,-0.79,9.2,0,1.94591014905531,1
1.56296005000115,7,-0.79,1.57,-44.2,0.394,46,89,0.98393,3.39,-0.2,10.7,-1,1.94591014905531,1
2.89024760003369,17.7,-0.31,0.8,-2.6,0.039,13,544,0.9731,2.02,0.49,10.9,-1,1.94591014905531,2
3.82234533392453,5.2,-0.97,1.13,16.2,0.027,158,117,0.98886,6.04,0.45,13.3,0,1.79175946922805,2
4.84992315429908,12.8,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,1,2.19722457733622,3
5.44215552584355,-16.7,0.27,0.21,50.9,0.046,20,155,0.99856,3.04,0.41,14.1,1,1.79175946922805,3
6.0093394206868,5.6,-0.31,0.31,-53.8,0.022,41,-216,0.99092,3.41,-0.97,10.5,1,1.94591014905531,4
4.64439703757256,5.9,0.56,1.08,2,0.03,38,98,0.98892,3.46,-0.9,19.3,1,1.94591014905531,2
1.67771507195308,11.2,0.32,0.56,2,0.073,3,-159,0.99534,3.15,0.73,9.5,0,2.39789527279837,1
3.59434980800793,3.7,1.46,-0.71,11.4,-0.316,-8,93,0.99428,3.23,0.47,10.5,0,1.79175946922805,2
1.47675440045317,11.8,0.32,0.21,2.2,1.123,-118,-475,0.96779,3.17,-1.36,9.4,-1,1.94591014905531,1
1.57628601524337,-9.3,0.5,0.81,2.2,0.057,5,136,1.0002,3.19,0.44,8.3,0,2.56494935746154,1
4.40983613703007,2.9,0.26,0.39,-30.8,0.364,64,200,0.99562,3.19,0.38,12.5,1,1.94591014905531,2
1.44719187836919,-0.3,0.43,0.99,4.5,-0.005,-41,-86,1.04293,3.78,-0.99,10.2,-1,2.07944154167984,1
2.82013465952243,6.4,0.46,0.79,-19.7,0.047,51,138,0.998275,3.39,-1.09,10.5,-1,1.94591014905531,2
3.81797716788199,-3.4,0.25,1.61,13.1,0.59,312,200,1.08608,3.04,1.49,8.9,0,2.07944154167984,3
3.83937337284121,14.8,0.12,-0.65,7.1,0.001,88,124,0.9888,4.08,0.41,7.4,0,2.19722457733622,3
1.80584932714075,-2.3,0.31,0.85,13.2,0.603,267,406,0.96434,2.98,-0.65,6.1,0,2.07944154167984,1
1.77691801391214,14.3,0.9,0.37,77.5,0.112,-272,89,1.02538,4.66,0.35,5.3,0,1.94591014905531,1
4.47803017461395,6.1,0.22,0.28,16.55,-0.153,54,135,1.00226,3.2,0.38,12.9,1,1.94591014905531,2
4.52736614197355,6.9,-0.28,0.74,1,0.621,18,204,0.992,1.94,-0.32,10.2,0,2.07944154167984,4
2.29773371372343,20,0.31,1.32,-46.9,-0.359,28,137,0.98089,2.96,1.26,11,1,2.19722457733622,1
1.75130664256385,9.9,0.87,0.24,2.3,-0.481,6,14,0.96571,3.34,0.59,14,0,2.39789527279837,1
3.20612629878925,-2,1.74,-1.87,1.6,0.409,161,147,0.99592,2.77,0.14,8.1,0,2.07944154167984,2
3.29806775757496,2.8,0.2,0.31,6.85,0.577,160,-56,1.038,3.07,0.59,10.4,0,2.07944154167984,2
1.14449153898898,8.8,0.48,1.92,3.3,0.092,26,-171,0.9982,3.31,0.14,16.1,-2,2.30258509299405,1
1.43922940842954,8.3,0.88,2.93,24.5,0.033,37,57,0.95699,3.16,0.51,11,-1,2.19722457733622,1
6.27961786602544,5.8,0.28,0.3,-30.3,-0.286,31,114,0.98636,4.27,0.6,12.5,1,1.79175946922805,4
5.73470812475034,6.5,-0.93,-1.16,4.1,-0.427,20,134,0.95719,3.18,-0.86,9,2,1.94591014905531,2
5.86111851312987,13.4,0.3,0.33,2.7,0.044,34,108,1.01369,3.86,0.18,16.4,1,2.07944154167984,4
1.96508287964217,11.9,-0.46,0.34,1.6,-0.345,-61,270,0.94198,3.34,0.77,8.5,0,1.94591014905531,1
1.73285639250823,8.1,1.47,0.79,-21.6,-0.225,114,205,1.07729,3.36,0.88,11,0,2.19722457733622,1
3.44972673119314,6.6,0.5,0.04,2.1,0.035,6,-560,0.9955,3.39,0.64,9.4,0,1.94591014905531,2
3.50750178593474,-2.2,-1.25,1.28,38.4,0.44,-171,409,0.99168,2.62,-1.14,8.2,0,1.94591014905531,2
1.82615524149864,7.3,0.25,-0.38,25.3,-0.394,38,-212,1.02761,3.4,1.57,9.6,0,2.07944154167984,1
3.43693274455285,7.4,0.29,0.4,-30.6,-0.327,-201,352,0.9932,2.57,0.76,12.3,0,2.07944154167984,2
1.54593880563422,-2.7,0.9,-0.88,27.1,0.52,-26,28,0.98647,3.13,-0.92,10.6,-1,1.79175946922805,1
3.82448983059523,6.5,-0.705,1.15,-11.1,0.041,88,126,0.99494,2.97,-0.17,20.3,0,1.94591014905531,2
4.03404655924702,11.2,2.48,0.41,28.5,0.47,44,139,0.9956,3.09,0.37,5.5,1,1.94591014905531,2
2.45600992750459,4,0.25,0.7,-31.5,-0.004,165,-188,1.03785,3.13,0.22,4.7,-1,2.30258509299405,2
2.68479017346211,7.5,0.19,-1.23,7.1,0.056,50,110,1.00316,3.06,0.71,9.9,-1,2.07944154167984,2
2.39506362589812,6.5,0.28,0.26,37.6,-0.254,44,139,1.01808,3.32,-0.13,10.2,1,1.94591014905531,1
3.23650322425726,7.1,0.34,1.02,115,0.082,31,68,0.99694,3.45,3.46,6.8,0,2.07944154167984,2
3.86419961088559,8.2,3.32,0.21,57.7,0.593,-100,131,0.9902,3.26,0.55,13,0,1.94591014905531,3
2.00749460311649,6.1,-1.04,-1.33,2.5,0.186,131,218.5,0.9935,3.46,-0.94,13.9,0,1.94591014905531,1
2.83791319271108,6.1,-1.17,0.49,7.6,0.511,77,39,0.96665,4.08,0.47,8.9,-1,1.94591014905531,2
1.78126850125138,7.3,1.44,0.43,1.7,0.265,21,123,0.9905,3.19,0.42,9.4,0,2.07944154167984,1
1.14396637352717,7.7,0.14,-0.74,60,0.493,-64,213,0.97139,3.18,2.05,9.2,-2,2.07944154167984,1
3.47745284091009,2.3,1.19,0.08,47.2,-0.251,152,32,0.96779,4.36,1.06,15.8,0,2.07944154167984,2
1.86484682479846,23.8,0.35,0.44,6.5,0.056,31,6,1.00954,3.25,1.33,12.9,0,2.07944154167984,1
3.89849161871454,5.8,1.59,0.34,9.7,0.035,26,453,0.99716,3.08,0.49,10.4,0,2.07944154167984,3
3.95034171471171,6.7,0.21,0.36,-91.85,0.02,59,-221,1.02888,3.5,0.53,2.9,0,1.94591014905531,3
3.57519432362202,9,0.15,0.3,5.3,0.765,-10,127,0.9942,2.51,-0.58,16.3,0,1.94591014905531,2
3.93239820311959,0.6,0.32,-1.47,17.75,0.06,207,190,1.03215,1.68,1.16,3.5,0,1.94591014905531,3
1.95467246519807,9.2,-0.37,-1.15,7.6,0.08,54,184,0.99572,2.05,-1.33,10.8,0,1.94591014905531,1
2.6855389153363,7.5,0.18,0.99,-24.8,0.543,24,400,0.97367,3.19,0.08,9.5,-1,2.07944154167984,2
4.3932608129509,6.5,0.29,0.05,3,0.273,70,93,0.9906,3.83,3.55,23.7,0,1.94591014905531,3
3.75470918647322,15.6,0.3,0.5,1.1,0.036,174,-153,0.94973,4.33,0.42,11.3,0,1.79175946922805,2
3.20135255842157,7.3,0.19,0.27,13.9,0.057,45,155,0.94555,2.94,1.67,8.8,-1,2.07944154167984,3
1.90995148959682,17.1,0.7,0.34,46.4,0.468,299,161,0.90042,3.32,0.62,6.9,0,1.94591014905531,1
1.97009548940589,0.5,0.23,-0.97,1.3,-0.112,14,-98,0.99276,4.62,0.37,16.1,0,1.94591014905531,1
3.36046049514689,-1.8,0.38,0.29,50.5,0.039,25,293,0.96596,3.25,0.59,9.3,0,2.07944154167984,2
1.56336965568674,5.8,0.3,0.42,1.1,0.036,-527,113,0.98871,3.08,0.46,18.7,-1,1.94591014905531,1
4.49684739054835,5.7,0.8,2.09,51.8,-0.432,49,235,0.9394,3.26,0.25,13.1,0,1.79175946922805,3
2.2085829329611,4.5,0.46,-0.61,58.2,0.343,-120,52,0.99869,3.11,1.81,9,1,2.07944154167984,1
2.36963753072206,29.2,0.31,0.09,13.6,-0.449,513,321,0.99459,3.73,-0.18,0.4,1,1.94591014905531,1
5.04944732420134,15.1,0.695,0.06,-22.8,0.076,144,20,0.89547,2.17,0.54,6.6,1,2.07944154167984,3
5.90739221194197,-3.9,-0.71,0.28,12.4,0.62,-113,-182,1.02018,3.16,0.51,14.8,1,1.94591014905531,4
4.41278924942786,6.5,0.14,0.25,24.7,0.336,15,262,0.95255,1.96,0.43,4.7,0,1.6094379124341,3
4.2793320301646,16.5,0.24,0.34,21.4,-0.316,3,-312,1.00499,2.4,1.72,11.4,1,2.07944154167984,2
1.5051628601002,2.9,-0.77,0.33,10.2,0.048,194,141,0.95288,3.16,-0.72,11.9,-1,2.19722457733622,1
2.90306827924705,6.4,-1.13,0.26,8.2,0.795,47,596,0.99465,3.17,0.5,15.4,-1,1.94591014905531,2
7.24491878967309,2.3,0.2,-0.85,58.5,-0.344,32,-22,0.97793,1.25,0.46,11.5,2,2.07944154167984,4
4.26392179841427,7.2,-1.19,-0.94,75.05,0.038,71,130,1.0228,2.97,0.47,9,1,2.07944154167984,2
2.57405525738502,17.6,1.995,0.27,65.05,-0.463,92,70,0.98994,4.08,0.47,18.2,1,1.79175946922805,1
1.81474289346097,7.2,0.58,0.5,8.4,0.077,-169,28,0.98495,4.01,-0.87,9.4,0,2.07944154167984,1
2.96863711076923,13.4,2.6,-0.82,-29.8,-0.033,46,73,1.03177,2.34,0.34,6.1,-1,2.07944154167984,3
6.02801190391962,6.6,1.52,-0.34,1.8,0.042,26,38,0.97936,3.19,-1.88,16.4,1,1.94591014905531,4
3.49044275616672,5.1,2.04,-0.65,10.2,0.559,18,281,0.99132,4.13,-0.65,11,0,1.79175946922805,2
3.24336444517716,10.3,-0.3,1.8,1.4,-0.305,5,33,0.95662,3.95,0.39,11.6,0,2.39789527279837,2
3.33841694143161,17.4,0.49,0.69,6.65,0.034,244,158,0.99344,2.77,0.48,11.2,0,2.19722457733622,2
3.38308477632124,1,-0.52,0.39,28.2,-0.266,241,461,0.99755,2.9,0.46,4.8,0,2.07944154167984,2
2.87407209544207,10.6,0.17,0.28,1.2,0.046,-135,574,0.91206,3.33,-0.52,10.1,-1,1.94591014905531,2
3.85327479205463,8.6,0.2,0.42,-47.8,-0.073,35,131,0.9925,2.98,0.49,7.7,0,2.19722457733622,3
1.7878223186396,8,-0.39,0.43,6.6,0.067,-160,-225,1.00826,3.38,1.56,11.9,0,2.19722457733622,1
3.43064271320138,-3,0.92,-0.92,-50.8,-0.023,-185,-124,0.99362,3.03,-0.53,10.15,0,1.94591014905531,2
4.83790550363544,2.4,1.06,-0.93,9.3,0.041,70,189,1.00788,3.57,0.49,8.6,1,2.07944154167984,3
4.82921857070331,8.6,0.48,0.5,14.5,0.361,-97,-170,0.9983,4.22,1.1,9.1,1,2.07944154167984,3
3.84776499184885,9.3,0.775,0.43,28.4,0.045,24,56,0.9984,3.31,2.26,7.8,1,2.30258509299405,2
2.76739627798439,21.8,-0.59,-1.05,3.5,0.094,9,-186,1.02322,3.29,0.53,-0.7,-1,2.39789527279837,3
1.96212924693023,12.1,1.16,0.25,7.8,0.05,13,68,0.94833,2.91,0.4,15.2,0,1.94591014905531,1
3.46747474993653,16.1,1.26,-0.58,33.8,-0.218,325,-273,0.9966,3.83,1.92,9.5,0,1.94591014905531,2
1.36272859087307,-10.8,0.65,0.1,2.9,-0.378,17,263,1.0879,3.88,0.55,7.9,-1,2.19722457733622,1
2.39002802118932,-0.9,0.49,1.2,63.7,0.176,232,338,0.95317,3.24,0.68,9,1,1.94591014905531,1
1.89437163737318,7.2,-0.76,-0.63,67.9,0.043,226,-35,0.94627,3.09,1.93,9.8,0,2.07944154167984,1
2.36039160508753,-0.1,-0.82,0.07,-126.2,0.041,-21,-234,0.94818,3.14,1.46,3.1,1,1.94591014905531,1
2.58440988129168,18.8,1.5,-0.75,4.6,0.45,-89,-143,0.98559,4.06,1.95,10.6,-1,2.07944154167984,2
4.56458552672479,5.9,-1.12,0.6,2,0.407,-197,92,0.97146,3.39,0.46,8.3,1,1.79175946922805,2
3.34053152231118,-4.1,0.24,0.29,2,-0.181,15,346,1.0402,3.23,2.99,5.9,0,1.94591014905531,2
3.54065553681446,-3,0.26,0.28,74.4,0.028,13,-107,0.96529,3.09,0.34,12.1,0,1.94591014905531,2
2.02929892580187,7.2,-2.03,0.63,11,-0.295,529,-262,0.9974,3.09,-0.76,12.5,0,2.07944154167984,1
